C14ID,Period,C14Age,C14SD,LabCode,PhaseCode,SiteID,Material,MaterialSpecies,RectID
15748,UBA,3150,70,OxA-1597,NULL,S2830,charcoal,Quercus sp.,1323
15749,UBA,3430,85,OxA-3541,NULL,S6475,wood,NULL,1183
15750,UBA,3540,120,HAR-6391,NULL,S6476,charcoal,NULL,1816
15751,UBA,2680,70,HAR-8514,NULL,S6476,charcoal,NULL,1816
15752,UM,5610,120,Q-1189,NULL,S6477,charcoal,NULL,1534
15753,UN,3110,80,OxA-1063,NULL,S6478,charcoal,Corylus sp.,1951
15754,UBA,3495,45,OxA-5080,NULL,S6479,charcoal,Betula sp.,1671
15755,UBA,3155,45,OxA-5082,NULL,S6479,charcoal,Corylus avellana,1671
15756,UBA,3305,70,CAR-315,NULL,S6480,charcoal,Quercus sp.,1804
15757,UBA,3430,75,OxA-3742,NULL,S6481,antler,Cervus elaphus,1676
15758,UN,3640,70,HAR-2146,NULL,S6482,antler,NULL,1469
15759,UBA,3130,132,Birm-202,NULL,S6483,charcoal,NULL,1604
15760,UBA,3630,170,HAR-5626,NULL,S6484,charcoal,NULL,1464
15761,UBA,3440,70,HAR-6857,NULL,S6484,human bone,Homo sapiens,1464
15762,UBA,2580,110,HAR-5659,NULL,S6484,bone,NULL,1464
15763,UBA,3490,60,OxA-1831,NULL,S6485,wood,Quercus sp.,1813
15764,UBA,3630,50,BM-2642,NULL,S6486,human bone,Homo sapiens,1886
15765,UN,3938,48,BM-557,NULL,S2930,charcoal,NULL,1880
15766,UN,3550,80,HAR-5542,NULL,S2930,charcoal,NULL,1880
15767,UBA,3580,70,HAR-4524,NULL,S6487,wood,NULL,1884
15768,LMEN,5740,80,HAR-4522,NULL,S6487,wood,NULL,1884
15769,UN,3940,130,BM-2281R,NULL,S6488,antler,Cervus elaphus,1948
15770,UBA,2790,70,HAR-8878,NULL,S6489,wood,NULL,1816
15771,UBA,2830,100,HAR-3521,NULL,S6490,soil,NULL,1878
15772,UBA,3870,80,HAR-3447,NULL,S6491,wood,NULL,1878
15773,UBA,3220,80,HAR-6606,NULL,S6491,wood,NULL,1878
15774,UBA,3810,70,HAR-5054,NULL,S6491,peat,NULL,1878
15775,UN,4790,80,HAR-6265,NULL,S6491,wood,Corylus sp.,1878
15776,UBA,3290,76,HAR-683,NULL,S6491,wood,NULL,1878
15777,UBA,3200,130,HAR-1490,NULL,S6491,wood,NULL,1878
15778,UN,5180,70,HAR-3195,NULL,S6491,wood,Quercus sp.,1878
15779,UBA,3600,70,HAR-3838,NULL,S6491,wood,NULL,1878
15780,UN,4780,70,HAR-4866,NULL,S6491,peat,NULL,1878
15781,UBA,3210,80,HAR-5710,NULL,S6491,wood,NULL,1878
15782,UBA,2810,90,HAR-4477,NULL,S6491,wood,NULL,1878
15783,UN,5210,80,HAR-2616,NULL,S6492,peat,NULL,1878
15784,UBA,3140,70,CAR-1249,NULL,S6493,charcoal,NULL,1670
15785,UBA,3450,70,HAR-3941,NULL,S6493,charcoal,NULL,1670
15786,UN,4280,80,HAR-796,NULL,S2972,charcoal,NULL,1256
15787,UN,4715,80,OxA-4205,NULL,S6494,charcoal,NULL,1671
15788,UBA,3070,100,Birm-800,NULL,S6495,charcoal,NULL,1741
15789,UBA,3760,80,OxA-2865,NULL,S6496,human bone,Homo sapiens,1677
15790,UBA,5240,70,CAR-1359,NULL,S6497,charcoal,NULL,1667
15791,UBA,3000,70,CAR-1288,NULL,S6497,charcoal,NULL,1667
15792,UBA,3100,90,HAR-1041,NULL,S6498,charcoal,NULL,1881
15793,UBA,3730,50,BM-2524,NULL,S6499,human bone,Homo sapiens,1119
15794,UBA,3200,90,HAR-9160,NULL,S6500,human bone,Homo sapiens,1947
15795,UN,4800,70,OxA-2382,NULL,S6500,charcoal,Quercus sp.,1947
15796,UBA,3655,75,OxA-4659,NULL,S6501,wood,NULL,978
15797,UBA,3050,80,OxA-3154,NULL,S6502,animal bone,Cervidae,1952
15798,UN,3480,80,OxA-3153,NULL,S6502,animal bone,NULL,1952
15799,UN,3540,100,HAR-3040,NULL,S6503,charcoal,NULL,1258
15800,EN,4450,60,BM-2729,MLB,S2997,antler,Cervus elaphus,1880
15801,UBA,3640,90,HAR-1942,NULL,S6504,charcoal,NULL,1259
15802,UBA,3410,80,HAR-6470,NULL,S6505,wood,Pomoideae,1880
15803,UN,3780,150,HAR-858,NULL,S6506,charcoal,NULL,1744
15804,UBA,2790,70,HAR-339,NULL,S6506,charcoal,NULL,1744
15805,UBA,2800,90,HAR-4489,NULL,S6507,charcoal,Alnus sp.,1812
15806,UBA,2820,80,HAR-4490,NULL,S6507,charcoal,"Quercus sp., Fraxinus sp.",1812
15807,UBA,3600,90,OxA-3813,NULL,S6508,antler,Cervus elaphus,1668
15808,UN,3690,115,BM-450,NULL,S6509,charcoal,NULL,1954
15809,UBA,3509,47,UB-3216,NULL,S6510,NULL,NULL,1807
15810,UN,4590,80,CAR-397,NULL,S6511,charcoal,NULL,1668
15811,UBA,2750,80,OxA-1196,NULL,S6512,human bone,Homo sapiens,1883
15812,UM,6300,150,GaK-2404,NULL,S6513,wood,NULL,1188
15813,UN,3070,90,HAR-9028,NULL,S6514,peat,NULL,1465
15814,UBA,3720,80,OxA-4442,NULL,S3051,human bone,Homo sapiens,1605
15815,UBA,3170,100,HAR-4791,NULL,S6515,human bone,Homo sapiens,1812
15816,UBA,3080,90,HAR-4796,NULL,S6515,animal bone,NULL,1812
15817,UBA,3000,90,HAR-4797,NULL,S6515,NULL,NULL,1812
15818,UBA,3000,90,HAR-4798,NULL,S6515,NULL,NULL,1812
15819,UBA,3380,100,HAR-4822,NULL,S6515,charcoal,NULL,1812
15820,UBA,2790,90,HAR-1630,NULL,S6516,charcoal,"Quercus sp., Alnus sp.",1815
15821,UN,3580,90,HAR-450,NULL,S6516,wood,Quercus sp.,1815
15822,UBA,3100,90,HAR-2339,NULL,S6516,charcoal,NULL,1815
15823,UBA,2920,130,HAR-2337,NULL,S6516,charcoal,NULL,1815
15824,UBA,2960,80,HAR-6201,NULL,S6517,charcoal,NULL,1258
15825,UBA,2840,85,GU-1608,NULL,S6518,charcoal,NULL,1255
15826,UN,3094,90,Q-387,NULL,S6519,charcoal,NULL,1667
15827,UBA,3550,80,HAR-8097,NULL,S6520,charcoal,NULL,2011
15828,UBA,2800,80,HAR-1385,NULL,S6521,charcoal,NULL,1807
15829,UBA,3518,51,BM-1113,NULL,S6521,charcoal,NULL,1807
15830,UN,4890,80,CAR-1355,NULL,S6522,charcoal,NULL,1601
15831,UN,4760,90,OxA-1407,NULL,S6523,antler,Cervus elaphus,1880
15833,UN,4130,120,HAR-6505,NULL,S6524,"charcoal, charred plant macrofossils",Corylus avellana,1806
15834,UBA,4640,70,OxA-1089,NULL,S3137,wood,NULL,1880
15835,UN,3584,65,SRR-162,NULL,S3140,charcoal,NULL,1182
15836,UBA,2700,150,BM-58,NULL,S6525,wood,Quercus sp.,1537
15837,UBA,3150,80,HAR-2759,NULL,S6525,wood,Quercus sp.,1537
15838,UBA,3380,100,Q-1197,NULL,S6525,wood,Quercus sp.,1537
15839,UBA,3615,85,GU-1102,NULL,S6526,charcoal,"Ulmus sp., Quercus sp.",1186
15840,UN,2855,85,GU-1350,NULL,S6526,charcoal,NULL,1186
15841,UN,4640,65,GU-1546,NULL,S6526,charcoal,"Alnus sp., Betula sp., Corylus sp.",1186
15842,UBA,3250,80,GU-2682,NULL,S6526,charcoal,Quercus sp.,1186
15843,UBA,3604,70,BM-706,NULL,S3144,animal bone,NULL,972
15844,UBA,5030,150,GaK-847,NULL,S3144,NULL,NULL,972
15845,UBA,3430,80,HAR-1325,NULL,S6527,charcoal,Quercus sp.,1811
15846,UBA,3565,80,OxA-2421,NULL,S6528,charcoal,Corylus sp.,1675
15847,UBA,3780,80,HAR-4250,NULL,S6529,human bone,Homo sapiens,1469
15848,UBA,2810,80,OxA-3130,NULL,S6530,animal bone,NULL,1880
15849,UN,5080,75,OxA-3301,NULL,S6531,charcoal,NULL,1814
15850,UN,4890,90,HAR-3063,NULL,S6532,charcoal,NULL,1258
15851,UN,3435,65,GU-1167,NULL,S6533,charcoal,NULL,909
15852,UBA,3390,100,OxA-504,NULL,S6534,human bone,Homo sapiens,1676
15853,UN,4230,80,HAR-3690,NULL,S6535,charcoal,NULL,1884
15854,MBA,3470,70,HAR-9598,PLF2,S6536,antler,NULL,1948
15855,UBA,3280,70,CAR-494,NULL,S6537,charcoal,NULL,1805
15856,UBA,3555,70,OxA-2305,NULL,S6538,charred plant macrofossils,NULL,1742
15857,UBA,3410,50,GU-2374,NULL,S6539,charcoal,"Fraxinus sp., Corylus sp., Quercus sp.",1392
15858,UBA,3340,70,BETA-68475,NULL,S6539,charcoal,"Corylus sp., Fraxinus sp., Pomoideae",1392
15864,UBA,3400,80,HAR-3812,NULL,S6541,peat,NULL,2013
15865,UBA,3820,60,CAR-1365,NULL,S6542,wood,Quercus sp.,1808
15866,UBA,3505,70,CAR-470,NULL,S6543,charcoal,NULL,1808
15867,UBA,3120,100,UCR-1829,NULL,S6544,wood,Quercus sp.,2012
15868,UN,4140,100,UCR-1828,NULL,S6544,charcoal,Quercus sp.,2012
15869,UN,4970,80,HAR-674,NULL,S6545,bone,NULL,1808
15870,UBA,3170,80,HAR-10059,NULL,S6546,charcoal,NULL,1948
15871,UN,4590,50,BM-2627,NULL,S6547,charcoal,"Betula sp., Quercus sp., Salix sp./Populus sp., Corylus avellana",1463
15872,UBA,2760,120,Q-68,NULL,S6548,wood,NULL,1533
15873,UBA,4120,140,BM-437,NULL,S6549,charcoal,NULL,1605
15874,UBA,3750,80,OxA-1469,NULL,S6549,animal bone,Sus sp.,1605
15875,UN,3910,220,HAR-327,NULL,S3315,charcoal,NULL,1813
15876,UBA,2770,60,CAR-1073,NULL,S6551,charcoal,NULL,1737
15877,UBA,3390,80,BM-2581,NULL,S6552,charcoal,"Betula sp., Quercus sp.",1738
15878,UN,3490,90,HAR-2892,NULL,S6553,charcoal,NULL,2011
15879,UN,3880,60,HAR-4033,NULL,S6553,charcoal,"Quercus sp., Alnus sp./Corylus sp., Crataegus sp.",2011
15880,UBA,3506,51,BM-1111,NULL,S6554,charcoal,NULL,1807
15881,UBA,3470,70,HAR-958,NULL,S6555,charcoal,NULL,1806
15882,UBA,3210,50,GrN-1684,NULL,S6556,charcoal,NULL,1949
15883,UN,4540,70,HAR-2084,NULL,S3358,charcoal,NULL,1250
15884,UBA,3009,57,BM-1119,NULL,S6557,human bone,Homo sapiens,1950
15885,UBA,2590,80,HAR-6978,NULL,S6558,charcoal,"Quercus sp., Pomoideae, Corylus avellana, Ulmus sp.",1879
15886,UBA,3000,90,HAR-8938,NULL,S6558,charcoal,NULL,1879
15887,UBA,3270,80,OxA-840,NULL,S6559,charcoal,Quercus sp.,1947
15888,UBA,4390,80,OxA-839,NULL,S6559,charcoal,Quercus sp.,1947
15889,UBA,3155,70,OxA-3743,NULL,S6560,antler,Cervus elaphus,1883
15890,UM,7520,140,GU-2574,NULL,S6561,bone,NULL,1952
15891,UBA,3000,90,HAR-1420,NULL,S6562,charcoal,NULL,1744
15892,UN,5070,60,HAR-8783,NULL,S6563,charcoal,NULL,1468
15893,UBA,2790,50,BM-2786,NULL,S6564,animal bone,Sus sp.,1811
15894,UBA,3020,90,HAR-228,NULL,S6564,charcoal,NULL,1811
15895,UBA,3450,150,BM-179,NULL,S6565,charcoal,NULL,1604
15896,UN,4300,150,HAR-9241,NULL,S6566,peat,NULL,1744
15897,UN,3760,90,HAR-3000,NULL,S6567,charcoal,NULL,1744
15898,UN,3740,55,AA-9569,NULL,S3444,animal bone,Bos sp.,1745
15899,UN,4220,90,OxA-2323,NULL,S3444,antler,Cervus elaphus,1745
15900,UN,3390,75,OxA-3366,NULL,S3444,charcoal,NULL,1745
15901,UBA,2720,80,OxA-2307,NULL,S4536,animal bone,NULL,1677
15902,UN,4005,90,OxA-2310,NULL,S4536,animal bone,Bos sp.,1677
15903,UN,4170,90,OxA-2311,NULL,S4536,animal bone,NULL,1677
15904,UN,4060,80,OxA-3246,NULL,S6569,charcoal,NULL,1952
15905,UBA,3645,45,OxA-5543,NULL,S6570,human bone,Homo sapiens,1606
15906,UBA,3160,70,N-1238,NULL,S6571,bone,NULL,1119
15907,UN,3890,65,GU-2042,NULL,S6572,wood,NULL,1043
15908,UN,4240,70,CAR-1228,NULL,S6573,charcoal,NULL,1601
15909,UBA,2800,110,HAR-4444,NULL,S6574,charcoal,Quercus sp.,1533
15910,UBA,2960,150,BM-2331R,NULL,S6575,charcoal,Quercus sp.,1814
15911,UBA,3660,50,BM-2522,NULL,S6576,human bone,Homo sapiens,1747
15912,UBA,3720,140,HAR-8979,NULL,S6577,wood,"Alnus sp., Alnus sp./Corylus avellana",1945
15913,UBA,2800,80,OxA-4051,NULL,S6578,charred food residue,NULL,1460
15914,UBA,2970,90,HAR-6397,NULL,S6579,NULL,NULL,1816
15916,UBA,3480,80,BETA-68474,NULL,S6581,charcoal,"Corylus sp., Quercus sp., Betula sp., Pomoideae",1324
15917,UBA,3390,50,BM-2519,NULL,S6582,human bone,Homo sapiens,1948
15918,UBA,3710,100,HAR-5499,NULL,S6583,bone,NULL,1811
15919,UBA,2840,80,HAR-5503,NULL,S6583,human bone,Homo sapiens,1811
15920,UBA,3040,100,HAR-5504,NULL,S6583,bone,NULL,1811
15921,LN,4100,100,HAR-5498,RGF,S6583,bone,NULL,1811
15922,UBA,3275,50,OxA-6008,NULL,S6584,peat,NULL,1943
15923,UN,4710,80,OxA-6009,NULL,S6584,peat,NULL,1943
15924,UM,8410,90,OxA-6010,NULL,S6584,peat,NULL,1943
15925,UM,5945,65,OxA-6011,NULL,S6584,peat,NULL,1943
15926,UN,4366,64,Birm-7,NULL,S6585,charcoal,NULL,1742
15927,UBA,2690,110,HAR-1005,NULL,S6585,charcoal,NULL,1742
15928,UN,3720,80,GU-1356,NULL,S6586,human bone,Homo sapiens,1257
15929,UBA,2535,105,GU-1755,NULL,S6587,charcoal,NULL,1256
15930,UBA,2680,50,BM-2646,NULL,S3563,wood,Acer sp.,1882
15931,UBA,2560,50,BM-2648,NULL,S3563,animal bone,"Bos sp., Ovis sp.",1882
15932,UBA,2620,70,HAR-1833,NULL,S3563,NULL,NULL,1882
15933,UBA,2700,70,HAR-3112,NULL,S3563,charcoal,NULL,1882
15934,UN,3870,50,BM-2662,NULL,S3563,wood,Alnus sp.,1882
15935,UN,5130,50,BM-2657,NULL,S3563,wood,Alnus sp.,1882
15936,UN,3770,60,BM-2435,NULL,S3563,wood,Corylus sp.,1882
15937,UBA,3090,120,HAR-3116,NULL,S3563,wood,NULL,1882
15938,UN,4920,80,HAR-6128,NULL,S3563,wood,NULL,1882
15939,UBA,2785,120,Birm-227,NULL,S6588,charcoal,NULL,1743
15940,UBA,2701,41,Birm-26,NULL,S6588,charcoal,NULL,1743
15941,UBA,2950,70,HAR-4240,NULL,S6589,peat,NULL,2013
15942,UBA,2920,80,HAR-3046,NULL,S6589,charcoal,NULL,2013
15943,UBA,3340,90,HAR-4003,NULL,S6589,wood,NULL,2013
15944,UBA,4250,70,HAR-3592,NULL,S6589,peat,NULL,2013
15945,UBA,3940,60,HAR-4248,NULL,S6589,peat,NULL,2013
15946,UBA,3180,80,HAR-4005,NULL,S6589,peat,NULL,2013
15947,LMEN,5560,90,HAR-3590,NULL,S6589,charcoal,NULL,2013
15948,UBA,3560,90,HAR-9156,NULL,S6590,charcoal,"Euonymus europaeus, Pomoideae, Prunus sp.",1877
15949,UBA,3890,130,HAR-7022,NULL,S6590,charcoal,NULL,1877
15950,UBA,3310,80,HAR-7020,NULL,S6590,charcoal,NULL,1877
15951,UBA,2730,70,HAR-9151,NULL,S6590,animal bone,NULL,1877
15952,UBA,2870,80,HAR-7018,NULL,S6590,charcoal,NULL,1877
15953,UN,4720,140,HAR-7023,NULL,S6590,charcoal,"Fraxinus excelsior, Pomoideae, Corylus avellana, Prunus sp.",1877
15954,UBA,2970,60,Birm-1268,NULL,S6591,charcoal,NULL,1672
15955,UN,4960,70,OxA-3997,NULL,S6592,charcoal,NULL,1670
15956,UBA,3730,40,BM-2805,NULL,S6592,NULL,NULL,1670
15957,UN,4200,40,BM-2819,NULL,S6592,charcoal,NULL,1670
15958,UBA,3480,90,NPL-196,NULL,S6593,NULL,NULL,1468
15959,UN,3150,150,GaK-787,NULL,S6594,charcoal,NULL,1187
15960,UN,5030,90,NPL-73,NULL,S6595,charcoal,NULL,1468
15961,UN,5260,100,HAR-8785,NULL,S6595,charcoal,NULL,1468
15962,UBA,3470,90,HAR-6263,NULL,S6596,wood,Quercus sp.,1877
15963,UN,4510,80,HAR-4374,NULL,S6596,wood,NULL,1877
15964,UBA,2740,65,CAR-566,NULL,S6596,wood,NULL,1877
15965,UBA,3020,60,HAR-4998,NULL,S6596,wood,NULL,1877
15966,UN,4887,90,Q-991,NULL,S6597,wood,"Corylus sp., Fraxinus sp.",1878
15967,UBA,2950,100,Birm-344,NULL,S6598,charcoal,NULL,1742
15968,UBA,3320,70,HAR-8518,NULL,S6599,antler,Cervus elaphus,1469
15969,UBA,3205,130,Birm-206,NULL,S6600,charcoal,NULL,1671
15970,UBA,3430,80,HAR-2213,NULL,S6601,charcoal,NULL,2013
15971,UBA,3240,80,HAR-2214,NULL,S6601,charcoal,NULL,2013
15972,UBA,3430,80,HAR-2219,NULL,S6601,charcoal,NULL,2013
15973,UBA,3430,90,HAR-2220,NULL,S6601,charcoal,NULL,2013
15974,UBA,3350,70,HAR-2221,NULL,S6601,charcoal,NULL,2013
15975,UBA,3400,90,HAR-2285,NULL,S6601,charcoal,NULL,2013
15976,UBA,3680,70,HAR-2669,NULL,S6601,charcoal,NULL,2013
15977,UBA,3020,70,HAR-2472,NULL,S6601,charcoal,NULL,2013
15978,UBA,3130,180,NPL-19,NULL,S6602,charcoal,NULL,1947
15979,UBA,3480,70,HAR-395,NULL,S6603,NULL,NULL,1674
15980,UBA,3140,60,OxA-7186,NULL,S6604,human bone,Homo sapiens,2013
15981,UBA,2860,85,OxA-3536,NULL,S6605,animal hair,Bos sp.,905
15982,UBA,2900,100,GU-1665,NULL,S6605,peat,NULL,905
15983,UBA,3720,525,HAR-163,NULL,S6606,charcoal,NULL,975
15984,UN,4030,120,HAR-157,NULL,S6606,wood,NULL,975
15985,UBA,2655,50,OxA-6176,NULL,S6607,wood,NULL,1884
15986,UN,4870,120,Q-525,NULL,S3745,charcoal,NULL,1746
15987,UBA,3500,100,OxA-4290,NULL,S3745,human bone,Homo sapiens,1746
15988,UBA,3540,85,OxA-4291,NULL,S3745,human bone,Homo sapiens,1746
15989,UBA,3280,70,HAR-4634,NULL,S6608,charcoal,NULL,1816
15990,UBA,2796,100,Q-79,NULL,S6609,wood,NULL,1607
15991,UN,4100,100,HAR-4830,NULL,S6610,antler,Cervus elaphus,1880
15992,UBA,3590,50,BM-2525,NULL,S6610,human bone,Homo sapiens,1880
15993,UBA,3750,50,BM-2516,NULL,S6610,human bone,Homo sapiens,1880
15994,UBA,3090,50,BM-2439,NULL,S6611,charcoal,NULL,1883
15995,UBA,2925,60,GU-1474,NULL,S6612,NULL,NULL,1250
15996,UBA,4419,130,SRR-453,NULL,S6613,human bone,Homo sapiens,1258
15997,UBA,3440,50,BM-2521,NULL,S6614,human bone,Homo sapiens,1674
16000,UBA,3555,75,OxA-4178,NULL,S6616,charcoal,Fraxinus sp.,1880
16001,UBA,3480,70,OxA-4179,NULL,S6616,charcoal,Pomoideae,1880
16002,UBA,3490,90,NPL-141,NULL,S6616,charcoal,NULL,1880
16003,UBA,3485,110,OxA-4211,NULL,S6616,human bone,Homo sapiens,1880
16004,UN,3840,85,OxA-4213,NULL,S6617,peat,NULL,1325
16005,UN,4760,65,Lu-327,NULL,S6618,wood,NULL,1878
16006,UN,4355,60,Q-1035,NULL,S6618,wood,Betula sp.,1878
16007,UBA,2630,70,HAR-650,NULL,S6618,wood,Fraxinus sp.,1878
16008,UBA,3330,70,HAR-1159,NULL,S6618,peat,NULL,1878
16009,UN,4280,70,HAR-4130,NULL,S6618,peat,NULL,1878
16010,UN,4880,100,HAR-4078,NULL,S6618,wood,NULL,1878
16011,UBA,3270,70,HAR-2772,NULL,S6618,wood,NULL,1878
16012,UBA,2585,100,Q-313,NULL,S6618,wood,NULL,1878
16013,UN,4266,131,BM-382,NULL,S6618,wood,Betula sp.,1878
16014,UN,4720,80,HAR-2843,NULL,S6618,wood,Alnus sp.,1878
16015,UBA,2800,110,Q-308,NULL,S6618,wood,Betula sp.,1878
16016,UN,4540,130,Q-430,NULL,S6618,wood,NULL,1878
16017,UBA,2740,70,HAR-944,NULL,S6618,wood,Quercus sp.,1878
16018,UBA,2630,80,HAR-3446,NULL,S6618,charcoal,NULL,1878
16019,UN,4210,90,HAR-1383,NULL,S6618,wood,NULL,1878
16020,UBA,3460,60,HAR-680,NULL,S6618,wood,NULL,1878
16021,UN,4460,90,HAR-1219,NULL,S6618,wood,Betula sp.,1878
16022,UN,4340,80,HAR-3387,NULL,S6618,wood,NULL,1878
16023,UN,4420,80,HAR-3386,NULL,S6618,wood,NULL,1878
16024,UBA,3060,70,HAR-5086,NULL,S6618,wood,NULL,1878
16025,UBA,2960,70,HAR-2773,NULL,S6618,wood,NULL,1878
16026,UBA,3040,70,HAR-681,NULL,S6618,wood,NULL,1878
16027,UBA,3620,90,HAR-1237,NULL,S6618,charcoal,Quercus sp.,1878
16028,UN,4250,80,OxA-3316,NULL,S6618,animal bone,Bos sp.,1878
16029,UBA,3884,46,BM-1413,NULL,S6619,bone,NULL,1112
16030,UBA,3460,70,OxA-3745,NULL,S6620,antler,Cervus elaphus,1677
16031,UBA,3390,70,HAR-5258,NULL,S6621,charcoal,NULL,1602
16032,UN,3950,140,HAR-360,NULL,S6622,charcoal,NULL,1951
16033,UN,3870,70,HAR-8520,NULL,S3832,charcoal,NULL,1672
16034,UN,3440,90,HAR-2901,NULL,S3832,charcoal,NULL,1672
16035,UN,3810,70,BM-1532,NULL,S3832,"charcoal, charred plant macrofossils",NULL,1672
16036,UBA,3400,60,BETA-68478,NULL,S6623,charcoal,"Corylus sp., Quercus sp., Betula sp.",1393
16037,UBA,3760,70,HAR-6621,NULL,S6624,charcoal,Quercus sp.,1815
16038,LM,6310,80,HAR-6626,SPR,S6625,wood,Quercus sp.,1538
16039,UBA,3290,130,HAR-1163,NULL,S6626,charcoal,NULL,1748
16040,UBA,3500,80,HAR-3129,NULL,S6627,charcoal,NULL,1675
16041,UBA,5170,90,HAR-3133,NULL,S6627,charcoal,NULL,1675
16042,UBA,2760,65,OxA-4026,NULL,S6628,wood,Alnus sp.,1536
16043,UBA,2710,70,CAR-843,NULL,S6629,charcoal,NULL,1805
16045,UBA,3000,80,HAR-3538,NULL,S6630,charcoal,"Corylus sp., Salix sp.",1327
16046,UBA,3440,70,HAR-5130,NULL,S6631,charcoal,NULL,1943
16047,UN,3810,80,HAR-9239,NULL,S6632,peat,NULL,1815
16048,UBA,3320,80,OxA-2989,NULL,S6633,charcoal,Quercus sp.,1744
16049,UN,4810,80,OxA-3001,NULL,S6633,plant macrofossils,NULL,1744
16050,UBA,4220,70,HAR-4168,NULL,S6634,charcoal,Quercus sp.,1877
16051,UBA,3390,100,HAR-5617,NULL,S6635,charcoal,Quercus sp.,1947
16052,UBA,2920,80,HAR-5249,NULL,S6635,charcoal,NULL,1947
16053,UBA,2940,70,HAR-5548,NULL,S6635,charred plant macrofossils,Cereals,1947
16054,UN,4690,70,HAR-5245,NULL,S6635,charcoal,NULL,1947
16056,UBA,2660,70,OxA-1871,NULL,S6637,wood,Alnus glutinosa,1948
16057,UBA,3783,47,SRR-316,NULL,S6638,peat,NULL,969
16058,UBA,2910,90,BM-2445,NULL,S6639,charcoal,NULL,1677
16059,UN,3715,70,BM-1582,NULL,S3876,human bone,Homo sapiens,1880
16060,UN,3400,150,HAR-4878,NULL,S3876,charcoal,NULL,1880
16061,UBA,3960,60,OxA-4886,NULL,S3876,human bone,Homo sapiens,1880
16062,UBA,2840,60,OxA-4885,NULL,S3876,animal bone,Bos sp.,1880
16063,UN,3678,68,BM-1164,NULL,S3876,antler,NULL,1880
16064,UN,3720,70,HAR-2013,NULL,S3876,antler,NULL,1880
16065,UN,4100,90,OxA-1403,NULL,S6640,antler,Cervus elaphus,1880
16066,UN,4590,90,GaK-853,NULL,S6641,wood,NULL,1464
16067,UN,4940,110,BM-1966R,NULL,S3887,charcoal,NULL,1399
16068,UN,3470,50,BM-2007N,NULL,S3887,charcoal,Quercus sp.,1399
16069,UN,2890,100,BM-2008R,NULL,S3887,charcoal,NULL,1399
16070,UN,3390,130,BM-2316R,NULL,S6642,charcoal,Alnus sp.,982
16071,UN,4020,70,OxA-1914,NULL,S6643,charred plant macrofossils,Triticum sp.,1816
16072,UBA,3310,150,BM-86,NULL,S6644,bone,NULL,1884
16073,UBA,3345,160,NPL-17,NULL,S6645,charcoal,NULL,1673
16074,UBA,2680,80,OxA-2993,NULL,S6646,charcoal,NULL,1952
16075,UN,4550,70,HAR-1379,NULL,S3914,wood,NULL,1878
16076,UN,4710,100,HAR-1479,NULL,S3914,wood,NULL,1878
16077,UN,4870,80,HAR-1480,NULL,S3914,wood,NULL,1878
16078,UN,3660,80,HAR-5293,NULL,S3914,peat,NULL,1878
16079,UN,4975,60,OxA-7060,NULL,S3914,wood,Alnus sp.,1878
16080,UN,4650,120,Q-646,NULL,S3914,wood,NULL,1878
16081,UN,4560,80,HAR-2224,NULL,S3914,peat,NULL,1878
16082,UBA,3410,165,UB-450,NULL,S6647,human bone,Homo sapiens,1676
16083,UBA,3570,80,CAR-1189,NULL,S6648,charcoal,NULL,1601
16084,UN,3610,70,CAR-1193,NULL,S6648,charcoal,NULL,1601
16085,UBA,2980,100,GU-1045,NULL,S3957,charcoal,NULL,1182
16086,UN,2807,50,SRR-530,NULL,S3957,charcoal,NULL,1182
16087,UN,3980,70,OxA-3076,NULL,S6649,charcoal,NULL,1949
16088,UBA,2740,60,OxA-1195,NULL,S6650,human bone,Homo sapiens,1814
16089,UBA,2950,60,OxA-1198,NULL,S6650,human bone,Homo sapiens,1814
16090,UN,4880,80,OxA-1199,NULL,S6650,human bone,Homo sapiens,1814
16093,UN,4080,130,HAR-1451,NULL,S6652,charcoal,NULL,1258
16094,NULL,7200,150,HAR-844,NULL,S6652,charcoal,NULL,1258
16095,UN,4270,100,HAR-1450,NULL,S6652,charcoal,"Crataegus sp./Pyrus sp./Sorbus sp./Malus sp., Corylus sp.",1258
16096,UN,5080,90,OxA-4212,NULL,S6653,charcoal,NULL,1463
16097,UBA,2990,110,Birm-358,NULL,S6654,wood,Pinus sp.,1537
16098,UBA,3220,70,HAR-8182,NULL,S6655,antler,NULL,1952
16099,UBA,2900,70,HAR-1398,NULL,S6656,charcoal,NULL,1469
16100,UBA,2590,90,OxA-2581,NULL,S6656,antler,NULL,1469
16101,UBA,2920,100,OxA-2542,NULL,S6656,charcoal,NULL,1469
16102,UBA,2700,90,OxA-3081,NULL,S6657,charcoal,NULL,1952
16103,UBA,3560,80,OxA-3078,NULL,S6657,charcoal,NULL,1952
16104,UBA,3550,90,OxA-3079,NULL,S6657,charcoal,Pinus sp.,1952
16105,UBA,3260,70,OxA-3080,NULL,S6657,charcoal,NULL,1952
16106,UN,4020,90,OxA-3077,NULL,S6657,charcoal,NULL,1952
16107,UBA,2850,70,HAR-8879,NULL,S6658,wood,NULL,1816
16108,UBA,2600,110,Q-306,NULL,S6659,wood,Corylus sp.,1878
16109,UBA,2927,90,BM-542,NULL,S6660,human bone,Homo sapiens,1879
16111,UN,4680,60,OxA-5864,NULL,S4008,tooth,Homo sapiens,2014
